"ProbeSet","Chr","Mb"
"10339076","Un","1.0"
"10339077","Un","1.0"
"10339078","Un","1.0"
"10339079","Un","1.0"
"10339080","Un","1.0"
"10339081","Un","1.0"
"10339082","Un","1.0"
"10339083","Un","1.0"
"10339084","Un","1.0"
"10339085","Un","1.0"
"10339086","Un","1.0"
"10339087","Un","1.0"
"10339088","16","31.755327"
"10339089","Un","1.0"
"10339090","Un","1.0"
"10339091","Un","1.0"
"10339092","Un","1.0"
"10339093","Un","1.0"
"10339094","Un","1.0"
"10339095","Un","1.0"
"10339096","Un","1.0"
"10339097","Un","1.0"
"10339098","Un","1.0"
"10339099","Un","1.0"
"10339100","Un","1.0"
"10339101","Un","1.0"
"10339102","Un","1.0"
"10339103","Un","1.0"
"10339104","Un","1.0"
"10339105","Un","1.0"
"10339106","Un","1.0"
"10339107","Un","1.0"
"10339108","Un","1.0"
"10339109","Un","1.0"
"10339110","Un","1.0"
"10339111","Un","1.0"
"10339112","Un","1.0"
"10339113","Un","1.0"
"10339114","Un","1.0"
"10339115","Un","1.0"
"10339116","Un","1.0"
"10339117","Un","1.0"
"10339118","Un","1.0"
"10339119","Un","1.0"
"10339120","Un","1.0"
"10339121","Un","1.0"
"10339122","Un","1.0"
"10339123","Un","1.0"
"10339124","10","14.406634"
"10339125","Un","1.0"
"10339126","Un","1.0"
"10339127","Un","1.0"
"10339128","Un","1.0"
"10339129","Un","1.0"
"10339130","Un","1.0"
"10339131","Un","1.0"
"10339132","Un","1.0"
"10339133","Un","1.0"
"10339134","Un","1.0"
"10339135","Un","1.0"
"10339136","Un","1.0"
"10339137","Un","1.0"
"10339138","Un","1.0"
"10339139","1","174.034287"
"10339140","Un","1.0"
"10339141","Un","1.0"
"10339142","Un","1.0"
"10339143","Un","1.0"
"10339144","Un","1.0"
"10339145","Un","1.0"
"10339146","Un","1.0"
"10339147","Un","1.0"
"10339148","Un","1.0"
"10339149","Un","1.0"
"10339150","Un","1.0"
"10339151","Un","1.0"
"10339152","Un","1.0"
"10339153","Un","1.0"
"10339154","Un","1.0"
"10339155","Un","1.0"
"10339156","Un","1.0"
"10339157","Un","1.0"
"10339158","4","137.779618"
"10339159","Un","1.0"
"10339160","Un","1.0"
"10339161","Un","1.0"
"10339162","Un","1.0"
"10339163","2","128.45454"
"10339164","Un","1.0"
"10339165","7","31.347815"
"10339166","Un","1.0"
"10339167","Un","1.0"
"10339168","Un","1.0"
"10339169","Un","1.0"
"10339170","Un","1.0"
"10339171","Un","1.0"
"10339172","Un","1.0"
"10339173","Un","1.0"
"10339174","Un","1.0"
"10339175","Un","1.0"
"10339176","Un","1.0"
"10339177","Un","1.0"
"10339178","Un","1.0"
"10339179","Un","1.0"
"10339180","Un","1.0"
"10339181","Un","1.0"
"10339182","Un","1.0"
"10339183","Un","1.0"
"10339184","Un","1.0"
"10339185","Un","1.0"
"10339186","Un","1.0"
"10339187","Un","1.0"
"10339188","Un","1.0"
"10339189","Un","1.0"
"10339190","Un","1.0"
"10339191","16","31.781875"
"10339192","Un","1.0"
"10339193","Un","1.0"
"10339194","Un","1.0"
"10339195","Un","1.0"
"10339196","Un","1.0"
"10339197","Un","1.0"
"10339198","Un","1.0"
"10339199","Un","1.0"
"10339200","Un","1.0"
"10339201","Un","1.0"
"10339202","Un","1.0"
"10339203","Un","1.0"
"10339204","Un","1.0"
"10339205","Un","1.0"
"10339206","Un","1.0"
"10339207","Un","1.0"
"10339208","Un","1.0"
"10339209","4","137.778836"
"10339210","Un","1.0"
"10339211","Un","1.0"
"10339212","Un","1.0"
"10339213","Un","1.0"
"10339214","Un","1.0"
"10339215","Un","1.0"
"10339216","Un","1.0"
"10339217","Un","1.0"
"10339218","Un","1.0"
"10339219","Un","1.0"
"10339220","Un","1.0"
"10339221","1","174.031512"
"10339222","Un","1.0"
"10339223","Un","1.0"
"10339224","Un","1.0"
"10339225","Un","1.0"
"10339226","Un","1.0"
"10339227","Un","1.0"
"10339228","Un","1.0"
"10339229","Un","1.0"
"10339230","Un","1.0"
"10339231","Un","1.0"
"10339232","Un","1.0"
"10339233","Un","1.0"
"10339234","Un","1.0"
"10339235","Un","1.0"
"10339236","Un","1.0"
"10339237","17","24.840959"
"10339238","Un","1.0"
"10339239","Un","1.0"
"10339240","Un","1.0"
"10339241","Un","1.0"
"10339242","Un","1.0"
"10339243","Un","1.0"
"10339244","Un","1.0"
"10339245","Un","1.0"
"10339246","Un","1.0"
"10339247","Un","1.0"
"10339248","Un","1.0"
"10339249","Un","1.0"
"10339250","Un","1.0"
"10339251","Un","1.0"
"10339252","Un","1.0"
"10339253","Un","1.0"
"10339254","Un","1.0"
"10339255","4","137.788789"
"10339256","Un","1.0"
"10339257","Un","1.0"
"10339258","Un","1.0"
"10339259","Un","1.0"
"10339260","Un","1.0"
"10339261","Un","1.0"
"10339262","Un","1.0"
"10339263","Un","1.0"
"10339264","Un","1.0"
"10339265","Un","1.0"
"10339266","Un","1.0"
"10339267","Un","1.0"
"10339268","Un","1.0"
"10339269","Un","1.0"
"10339270","Un","1.0"
"10339271","Un","1.0"
"10339272","2","128.484632"
"10339273","Un","1.0"
"10339274","Un","1.0"
"10339275","Un","1.0"
"10339276","Un","1.0"
"10339277","Un","1.0"
"10339278","Un","1.0"
"10339279","Un","1.0"
"10339280","Un","1.0"
"10339281","Un","1.0"
"10339282","Un","1.0"
"10339283","Un","1.0"
"10339284","Un","1.0"
"10339285","Un","1.0"
"10339286","Un","1.0"
"10339287","Un","1.0"
"10339288","Un","1.0"
"10339289","Un","1.0"
"10339290","Un","1.0"
"10339291","Un","1.0"
"10339292","Un","1.0"
"10339293","Un","1.0"
"10339294","Un","1.0"
"10339295","Un","1.0"
"10339296","Un","1.0"
"10339297","Un","1.0"
"10339298","Un","1.0"
"10339299","Un","1.0"
"10339300","Un","1.0"
"10339301","Un","1.0"
"10339302","Un","1.0"
"10339303","Un","1.0"
"10339304","Un","1.0"
"10339305","Un","1.0"
"10339306","Un","1.0"
"10339307","5","90.652678"
"10339308","Un","1.0"
"10339309","Un","1.0"
"10339310","Un","1.0"
"10339311","11","102.915245"
"10339312","Un","1.0"
"10339313","Un","1.0"
"10339314","Un","1.0"
"10339315","Un","1.0"
"10339316","Un","1.0"
"10339317","Un","1.0"
"10339318","Un","1.0"
"10339319","Un","1.0"
"10339320","Un","1.0"
"10339321","Un","1.0"
"10339322","Un","1.0"
"10339323","Un","1.0"
"10339324","Un","1.0"
"10339325","Un","1.0"
"10339326","Un","1.0"
"10339327","Un","1.0"
"10339328","Un","1.0"
"10339329","Un","1.0"
"10339330","Un","1.0"
"10339331","Un","1.0"
"10339332","Un","1.0"
"10339333","Un","1.0"
"10339334","Un","1.0"
"10339335","2","128.1"
"10339336","Un","1.0"
"10339337","Un","1.0"
"10339338","Un","1.0"
"10339339","Un","1.0"
"10339340","Un","1.0"
"10339341","Un","1.0"
"10339342","Un","1.0"
"10339343","Un","1.0"
"10339344","Un","1.0"
"10339345","Un","1.0"
"10339346","Un","1.0"
"10339347","Un","1.0"
"10339348","Un","1.0"
"10339349","Un","1.0"
"10339350","Un","1.0"
"10339351","Un","1.0"
"10339352","Un","1.0"
"10339353","Un","1.0"
"10339354","Un","1.0"
"10339355","Un","1.0"
"10339356","Un","1.0"
"10339357","Un","1.0"
"10339358","Un","1.0"
"10339359","Un","1.0"
"10339360","Un","1.0"
"10339361","Un","1.0"
"10339362","Un","1.0"
"10339363","Un","1.0"
"10339364","Un","1.0"
"10339365","Un","1.0"
"10339366","Un","1.0"
"10339367","Un","1.0"
"10339368","Un","1.0"
"10339369","Un","1.0"
"10339370","Un","1.0"
"10339371","Un","1.0"
"10339372","Un","1.0"
"10339373","Un","1.0"
"10339374","Un","1.0"
"10339375","Un","1.0"
"10339376","Un","1.0"
"10339377","Un","1.0"
"10339378","Un","1.0"
"10339379","Un","1.0"
"10339380","5","73.416298"
"10339381","Un","1.0"
"10339382","Un","1.0"
"10339383","Un","1.0"
"10339384","Un","1.0"
"10339385","Un","1.0"
"10339386","Un","1.0"
"10339387","Un","1.0"
"10339388","8","108.063258"
"10339389","Un","1.0"
"10339390","Un","1.0"
"10339391","Un","1.0"
"10339392","Un","1.0"
"10339393","Un","1.0"
"10339394","Un","1.0"
"10339395","Un","1.0"
"10339396","Un","1.0"
"10339397","Un","1.0"
"10339398","Un","1.0"
"10339399","Un","1.0"
"10339400","Un","1.0"
"10339401","Un","1.0"
"10339402","Un","1.0"
"10339403","Un","1.0"
"10339404","Un","1.0"
"10339405","Un","1.0"
"10339406","Un","1.0"
"10339407","Un","1.0"
"10339408","Un","1.0"
"10339409","Un","1.0"
"10339410","Un","1.0"
"10339411","Un","1.0"
"10339412","Un","1.0"
"10339413","Un","1.0"
"10339414","Un","1.0"
"10339415","Un","1.0"
"10339416","Un","1.0"
"10339417","Un","1.0"
"10339418","Un","1.0"
"10339419","Un","1.0"
"10339420","Un","1.0"
"10339421","Un","1.0"
"10339422","Un","1.0"
"10339423","Un","1.0"
"10339424","Un","1.0"
"10339425","Un","1.0"
"10339426","Un","1.0"
"10339427","Un","1.0"
"10339428","Un","1.0"
"10339429","Un","1.0"
"10339430","Un","1.0"
"10339431","Un","1.0"
"10339432","Un","1.0"
"10339433","Un","1.0"
"10339434","Un","1.0"
"10339435","Un","1.0"
"10339436","Un","1.0"
"10339437","Un","1.0"
"10339438","Un","1.0"
"10339439","Un","1.0"
"10339440","Un","1.0"
"10339441","4","137.78803"
"10339442","Un","1.0"
"10339443","Un","1.0"
"10339444","Un","1.0"
"10339445","Un","1.0"
"10339446","Un","1.0"
"10339447","10","59.763525"
"10339448","Un","1.0"
"10339449","Un","1.0"
"10339450","Un","1.0"
"10339451","Un","1.0"
"10339452","Un","1.0"
"10339453","16","31.842859"
"10339454","Un","1.0"
"10339455","Un","1.0"
"10339456","Un","1.0"
"10339457","Un","1.0"
"10339458","Un","1.0"
"10339459","Un","1.0"
"10339460","Un","1.0"
"10339461","Un","1.0"
"10339462","Un","1.0"
"10339463","Un","1.0"
"10339464","Un","1.0"
"10339465","Un","1.0"
"10339466","Un","1.0"
"10339467","Un","1.0"
"10339468","Un","1.0"
"10339469","Un","1.0"
"10339470","Un","1.0"
"10339471","Un","1.0"
"10339472","Un","1.0"
"10339473","Un","1.0"
"10339474","Un","1.0"
"10339475","Un","1.0"
"10339476","Un","1.0"
"10339477","Un","1.0"
"10339478","Un","1.0"
"10339479","Un","1.0"
"10339480","Un","1.0"
"10339481","Un","1.0"
"10339482","Un","1.0"
"10339483","Un","1.0"
"10339484","Un","1.0"
"10339485","Un","1.0"
"10339486","Un","1.0"
"10339487","Un","1.0"
"10339488","Un","1.0"
"10339489","Un","1.0"
"10339490","Un","1.0"
"10339491","Un","1.0"
"10339492","Un","1.0"
"10339493","Un","1.0"
"10339494","Un","1.0"
"10339495","Un","1.0"
"10339496","Un","1.0"
"10339497","Un","1.0"
"10339498","Un","1.0"
"10339499","Un","1.0"
"10339500","Un","1.0"
"10339501","Un","1.0"
"10339502","Un","1.0"
"10339503","Un","1.0"
"10339504","Un","1.0"
"10339505","Un","1.0"
"10339506","Un","1.0"
"10339507","Un","1.0"
"10339508","Un","1.0"
"10339509","Un","1.0"
"10339510","Un","1.0"
"10339511","Un","1.0"
"10339512","Un","1.0"
"10339513","Un","1.0"
"10339514","Un","1.0"
"10339515","Un","1.0"
"10339516","Un","1.0"
"10339517","Un","1.0"
"10339518","Un","1.0"
"10339519","Un","1.0"
"10339520","Un","1.0"
"10339521","Un","1.0"
"10339522","Un","1.0"
"10339523","Un","1.0"
"10339524","Un","1.0"
"10339525","Un","1.0"
"10339526","Un","1.0"
"10339527","Un","1.0"
"10339528","Un","1.0"
"10339529","Un","1.0"
"10339530","Un","1.0"
"10339531","Un","1.0"
"10339532","Un","1.0"
"10339533","Un","1.0"
"10339534","Un","1.0"
"10339535","Un","1.0"
"10339536","Un","1.0"
"10339537","Un","1.0"
"10339538","Un","1.0"
"10339539","Un","1.0"
"10339540","Un","1.0"
"10339541","Un","1.0"
"10339542","Un","1.0"
"10339543","Un","1.0"
"10339544","Un","1.0"
"10339545","Un","1.0"
"10339546","Un","1.0"
"10339547","Un","1.0"
"10339548","Un","1.0"
"10339549","Un","1.0"
"10339550","Un","1.0"
"10339551","Un","1.0"
"10339552","Un","1.0"
"10339553","Un","1.0"
"10339554","Un","1.0"
"10339555","Un","1.0"
"10339556","Un","1.0"
"10339557","Un","1.0"
"10339558","Un","1.0"
"10339559","13","59.7465"
"10339560","Un","1.0"
"10339561","Un","1.0"
"10339562","4","137.779803"
"10339563","Un","1.0"
"10339564","Un","1.0"
"10339565","Un","1.0"
"10339566","Un","1.0"
"10339567","Un","1.0"
"10339568","Un","1.0"
"10339569","Un","1.0"
"10339570","Un","1.0"
"10339571","Un","1.0"
"10339572","Un","1.0"
"10339573","Un","1.0"
"10339574","Un","1.0"
"10339575","Un","1.0"
"10339576","Un","1.0"
"10339577","Un","1.0"
"10339578","Un","1.0"
"10339579","Un","1.0"
"10339580","Un","1.0"
"10339581","Un","1.0"
"10339582","Un","1.0"
"10339583","Un","1.0"
"10339584","Un","1.0"
"10339585","11","102.091123"
"10339586","Un","1.0"
"10339587","Un","1.0"
"10339588","Un","1.0"
"10339589","5","33.593554"
"10339590","Un","1.0"
"10339591","Un","1.0"
"10339592","Un","1.0"
"10339593","Un","1.0"
"10339594","Un","1.0"
"10339595","Un","1.0"
"10339596","Un","1.0"
"10339597","Un","1.0"
"10339598","Un","1.0"
"10339599","16","95.734324"
"10339600","Un","1.0"
"10339601","Un","1.0"
"10339602","Un","1.0"
"10339603","Un","1.0"
"10339604","Un","1.0"
"10339605","Un","1.0"
"10339606","Un","1.0"
"10339607","Un","1.0"
"10339608","Un","1.0"
"10339609","Un","1.0"
"10339610","Un","1.0"
"10339611","Un","1.0"
"10339612","Un","1.0"
"10339613","Un","1.0"
"10339614","Un","1.0"
"10339615","Un","1.0"
"10339616","Un","1.0"
"10339617","Un","1.0"
"10339618","Un","1.0"
"10339619","Un","1.0"
"10339620","Un","1.0"
"10339621","Un","1.0"
"10339622","Un","1.0"
"10339623","Un","1.0"
"10339624","Un","1.0"
"10339625","Un","1.0"
"10339626","Un","1.0"
"10339627","Un","1.0"
"10339628","Un","1.0"
"10339629","Un","1.0"
"10339630","Un","1.0"
"10339631","Un","1.0"
"10339632","Un","1.0"
"10339633","Un","1.0"
"10339634","Un","1.0"
"10339635","Un","1.0"
"10339636","Un","1.0"
"10339637","Un","1.0"
"10339638","Un","1.0"
"10339639","Un","1.0"
"10339640","Un","1.0"
"10339641","Un","1.0"
"10339642","Un","1.0"
"10339643","Un","1.0"
"10339644","Un","1.0"
"10339645","Un","1.0"
"10339646","1","10.139875"
"10339647","Un","1.0"
"10339648","Un","1.0"
"10339649","Un","1.0"
"10339650","Un","1.0"
"10339651","Un","1.0"
"10339652","Un","1.0"
"10339653","5","73.418573"
"10339654","Un","1.0"
"10339655","Un","1.0"
"10339656","5","73.450635"
"10339657","Un","1.0"
"10339658","Un","1.0"
"10339659","Un","1.0"
"10339660","Un","1.0"
"10339661","Un","1.0"
"10339662","Un","1.0"
"10339663","Un","1.0"
"10339664","Un","1.0"
"10339665","Un","1.0"
"10339666","Un","1.0"
"10339667","Un","1.0"
"10339668","Un","1.0"
"10339669","Un","1.0"
"10339670","Un","1.0"
"10339671","Un","1.0"
"10339672","Un","1.0"
"10339673","Un","1.0"
"10339674","Un","1.0"
"10339675","Un","1.0"
"10339676","Un","1.0"
"10339677","Un","1.0"
"10339678","Un","1.0"
"10339679","Un","1.0"
"10339680","Un","1.0"
"10339681","Un","1.0"
"10339682","2","128.454663"
"10339683","Un","1.0"
"10339684","Un","1.0"
"10339685","Un","1.0"
"10339686","Un","1.0"
"10339687","Un","1.0"
"10339688","Un","1.0"
"10339689","Un","1.0"
"10339690","Un","1.0"
"10339691","Un","1.0"
"10339692","Un","1.0"
"10339693","Un","1.0"
"10339694","Un","1.0"
"10339695","Un","1.0"
"10339696","Un","1.0"
"10339697","Un","1.0"
"10339698","Un","1.0"
"10339699","Un","1.0"
"10339700","Un","1.0"
"10339701","Un","1.0"
"10339702","Un","1.0"
"10339703","Un","1.0"
"10339704","Un","1.0"
"10339705","Un","1.0"
"10339706","Un","1.0"
"10339707","Un","1.0"
"10339708","Un","1.0"
"10339709","Un","1.0"
"10339710","Un","1.0"
"10339711","Un","1.0"
"10339712","Un","1.0"
"10339713","Un","1.0"
"10339714","Un","1.0"
"10339715","Un","1.0"
"10339716","Un","1.0"
"10339717","Un","1.0"
"10339718","Un","1.0"
"10339719","Un","1.0"
"10339720","Un","1.0"
"10339721","Un","1.0"
"10339722","Un","1.0"
"10339723","Un","1.0"
"10339724","Un","1.0"
"10339725","Un","1.0"
"10339726","Un","1.0"
"10339727","Un","1.0"
"10339728","Un","1.0"
"10339729","19","46.358546"
"10339730","Un","1.0"
"10339731","Un","1.0"
"10339732","Un","1.0"
"10339733","Un","1.0"
"10339734","Un","1.0"
"10339735","Un","1.0"
"10339736","Un","1.0"
"10339737","Un","1.0"
"10339738","Un","1.0"
"10339739","4","135.510316"
"10339740","14","71.070929"
"10339741","1","174.051444"
"10339742","Un","1.0"
"10339743","Un","1.0"
"10339744","Un","1.0"
"10339745","Un","1.0"
"10339746","Un","1.0"
"10339747","14","71.068955"
"10339748","Un","1.0"
"10339749","Un","1.0"
"10339750","Un","1.0"
"10339751","Un","1.0"
"10339752","Un","1.0"
"10339753","Un","1.0"
"10339754","2","128.474084"
"10339755","Un","1.0"
"10339756","5","73.44902"
"10339757","Un","1.0"
"10339758","Un","1.0"
"10339759","Un","1.0"
"10339760","Un","1.0"
"10339761","Un","1.0"
"10339762","Un","1.0"
"10339763","Un","1.0"
"10339764","Un","1.0"
"10339765","Un","1.0"
"10339766","Un","1.0"
"10339767","2","128.510502"
"10339768","Un","1.0"
"10339769","Un","1.0"
"10339770","Un","1.0"
"10339771","Un","1.0"
"10339772","Un","1.0"
"10339773","Un","1.0"
"10339774","Un","1.0"
"10339775","Un","1.0"
"10339776","Un","1.0"
"10339777","Un","1.0"
"10339778","Un","1.0"
"10339779","Un","1.0"
"10339780","Un","1.0"
"10339781","Un","1.0"
"10339782","Un","1.0"
"10339783","Un","1.0"
"10339784","2","35.045707"
"10339785","Un","1.0"
"10339786","Un","1.0"
"10339787","10","59.762247"
"10339788","4","108.515979"
"10339789","Un","1.0"
"10339790","Un","1.0"
"10339791","Un","1.0"
"10339792","Un","1.0"
"10339793","Un","1.0"
"10339794","19","17.474063"
"10339795","Un","1.0"
"10339796","Un","1.0"
"10339797","Un","1.0"
"10339798","Un","1.0"
"10339799","Un","1.0"
"10339800","Un","1.0"
"10339801","Un","1.0"
"10339802","Un","1.0"
"10339803","Un","1.0"
"10339804","14","71.100311"
"10339805","Un","1.0"
"10339806","Un","1.0"
"10339807","3","65.184273"
"10339808","Un","1.0"
"10339809","Un","1.0"
"10339810","Un","1.0"
"10339811","Un","1.0"
"10339812","Un","1.0"
"10339813","Un","1.0"
"10339814","Un","1.0"
"10339815","Un","1.0"
"10339816","Un","1.0"
"10339817","Un","1.0"
"10339818","Un","1.0"
"10339819","Un","1.0"
"10339820","Un","1.0"
"10339821","Un","1.0"
"10339822","Un","1.0"
"10339823","Un","1.0"
"10339824","Un","1.0"
"10339825","Un","1.0"
"10339826","Un","1.0"
"10339827","Un","1.0"
"10339828","Un","1.0"
"10339829","Un","1.0"
"10339830","Un","1.0"
"10339831","Un","1.0"
"10339832","Un","1.0"
"10339833","Un","1.0"
"10339834","Un","1.0"
"10339835","Un","1.0"
"10339836","Un","1.0"
"10339837","Un","1.0"
"10339838","Un","1.0"
"10339839","Un","1.0"
"10339840","Un","1.0"
"10339841","Un","1.0"
"10339842","Un","1.0"
"10339843","Un","1.0"
"10339844","Un","1.0"
"10339845","Un","1.0"
"10339846","Un","1.0"
"10339847","Un","1.0"
"10339848","Un","1.0"
"10339849","Un","1.0"
"10339850","Un","1.0"
"10339851","1","174.016141"
"10339852","Un","1.0"
"10339853","Un","1.0"
"10339854","Un","1.0"
"10339855","Un","1.0"
"10339856","Un","1.0"
"10339857","Un","1.0"
"10339858","Un","1.0"
"10339859","Un","1.0"
"10339860","Un","1.0"
"10339861","Un","1.0"
"10339862","Un","1.0"
"10339863","Un","1.0"
"10339864","Un","1.0"
"10339865","Un","1.0"
"10339866","Un","1.0"
"10339867","Un","1.0"
"10339868","Un","1.0"
"10339869","Un","1.0"
"10339870","Un","1.0"
"10339871","Un","1.0"
"10339872","Un","1.0"
"10339873","Un","1.0"
"10339874","Un","1.0"
"10339875","Un","1.0"
"10339876","1","174.045223"
"10339877","Un","1.0"
"10339878","Un","1.0"
"10339879","Un","1.0"
"10339880","Un","1.0"
"10339881","Un","1.0"
"10339882","Un","1.0"
"10339883","Un","1.0"
"10339884","Un","1.0"
"10339885","Un","1.0"
"10339886","Un","1.0"
"10339887","Un","1.0"
"10339888","Un","1.0"
"10339889","Un","1.0"
"10339890","Un","1.0"
"10339891","Un","1.0"
"10339892","Un","1.0"
"10339893","Un","1.0"
"10339894","Un","1.0"
"10339895","Un","1.0"
"10339896","Un","1.0"
"10339897","Un","1.0"
"10339898","Un","1.0"
"10339899","Un","1.0"
"10339900","Un","1.0"
"10339901","Un","1.0"
"10339902","Un","1.0"
"10339903","Un","1.0"
"10339904","Un","1.0"
"10339905","Un","1.0"
"10339906","Un","1.0"
"10339907","Un","1.0"
"10339908","Un","1.0"
"10339909","Un","1.0"
"10339910","Un","1.0"
"10339911","Un","1.0"
"10339912","Un","1.0"
"10339913","Un","1.0"
"10339914","Un","1.0"
"10339915","Un","1.0"
"10339916","Un","1.0"
"10339917","Un","1.0"
"10339918","Un","1.0"
"10339919","Un","1.0"
"10339920","Un","1.0"
"10339921","Un","1.0"
"10339922","Un","1.0"
"10339923","Un","1.0"
"10339924","Un","1.0"
"10339925","Un","1.0"
"10339926","Un","1.0"
"10339927","Un","1.0"
"10339928","Un","1.0"
"10339929","Un","1.0"
"10339930","Un","1.0"
"10339931","Un","1.0"
"10339932","Un","1.0"
"10339933","Un","1.0"
"10339934","Un","1.0"
"10339935","Un","1.0"
"10339936","Un","1.0"
"10339937","Un","1.0"
"10339938","Un","1.0"
"10339939","Un","1.0"
"10339940","Un","1.0"
"10339941","Un","1.0"
"10339942","Un","1.0"
"10339943","Un","1.0"
"10339944","Un","1.0"
"10339945","Un","1.0"
"10339946","Un","1.0"
"10339947","Un","1.0"
"10339948","Un","1.0"
"10339949","Un","1.0"
"10339950","Un","1.0"
"10339951","Un","1.0"
"10339952","Un","1.0"
"10339953","Un","1.0"
"10339954","Un","1.0"
"10339955","Un","1.0"
"10339956","Un","1.0"
"10339957","17","24.842343"
"10339958","Un","1.0"
"10339959","Un","1.0"
"10339960","Un","1.0"
"10339961","Un","1.0"
"10339962","Un","1.0"
"10339963","Un","1.0"
"10339964","Un","1.0"
"10339965","Un","1.0"
"10339966","Un","1.0"
"10339967","Un","1.0"
"10339968","Un","1.0"
"10339969","Un","1.0"
"10339970","Un","1.0"
"10339971","Un","1.0"
"10339972","Un","1.0"
"10339973","Un","1.0"
"10339974","Un","1.0"
"10339975","Un","1.0"
"10339976","Un","1.0"
"10339977","Un","1.0"
"10339978","Un","1.0"
"10339979","Un","1.0"
"10339980","Un","1.0"
"10339981","Un","1.0"
"10339982","Un","1.0"
"10339983","Un","1.0"
"10339984","Un","1.0"
"10339985","Un","1.0"
"10339986","Un","1.0"
"10339987","Un","1.0"
"10339988","Un","1.0"
"10339989","Un","1.0"
"10339990","Un","1.0"
"10339991","Un","1.0"
"10339992","Un","1.0"
"10339993","Un","1.0"
"10339994","Un","1.0"
"10339995","Un","1.0"
"10339996","Un","1.0"
"10339997","Un","1.0"
"10339998","Un","1.0"
"10339999","Un","1.0"
"10340000","Un","1.0"
"10340001","Un","1.0"
"10340002","Un","1.0"
"10340003","Un","1.0"
"10340004","Un","1.0"
"10340005","Un","1.0"
"10340006","Un","1.0"
"10340007","Un","1.0"
"10340008","Un","1.0"
"10340009","Un","1.0"
"10340010","Un","1.0"
"10340011","Un","1.0"
"10340012","Un","1.0"
"10340013","11","72.42091"
"10340014","Un","1.0"
"10340015","Un","1.0"
"10340016","Un","1.0"
"10340017","Un","1.0"
"10340018","Un","1.0"
"10340019","Un","1.0"
"10340020","Un","1.0"
"10340021","Un","1.0"
"10340022","Un","1.0"
"10340023","Un","1.0"
